17, '17-001', 0, 101, 2221, 2010 
17, '17-001', 0, 102, 611, 2010 
17, '17-001', 0, 0, 4, 2010 
17, '17-001', 0, 1, 3, 2010 
17, '17-001', 0, 2, 137, 2010 
17, '17-001', 0, 3, 0, 2010 
17, '17-001', 0, 4, 5, 2010 
17, '17-001', 0, 5, 25, 2010 
17, '17-001', 0, 6, 0, 2010 
17, '17-001', 0, 7, 0, 2010 
17, '17-001', 0, 8, 0, 2010 
17, '17-001', 0, 9, 0, 2010 
17, '17-001', 0, 10, 0, 2010 
17, '17-001', 0, 11, 8, 2010 
17, '17-001', 0, 12, 122, 2010 
17, '17-001', 0, 13, 2, 2010 
17, '17-001', 0, 14, 0, 2010 
17, '17-001', 0, 15, 1, 2010 
17, '17-001', 0, 16, 1, 2010 
17, '17-001', 0, 17, 4, 2010 
17, '17-001', 0, 18, 298, 2010 
17, '17-001', 0, 19, 1, 2010 
17, '17-002', 0, 101, 1801, 2010 
17, '17-002', 0, 102, 917, 2010 
17, '17-002', 0, 0, 6, 2010 
17, '17-002', 0, 1, 2, 2010 
17, '17-002', 0, 2, 329, 2010 
17, '17-002', 0, 3, 0, 2010 
17, '17-002', 0, 4, 1, 2010 
17, '17-002', 0, 5, 31, 2010 
17, '17-002', 0, 6, 0, 2010 
17, '17-002', 0, 7, 0, 2010 
17, '17-002', 0, 8, 1, 2010 
17, '17-002', 0, 9, 0, 2010 
17, '17-002', 0, 10, 0, 2010 
17, '17-002', 0, 11, 14, 2010 
17, '17-002', 0, 12, 111, 2010 
17, '17-002', 0, 13, 0, 2010 
17, '17-002', 0, 14, 0, 2010 
17, '17-002', 0, 15, 0, 2010 
17, '17-002', 0, 16, 0, 2010 
17, '17-002', 0, 17, 0, 2010 
17, '17-002', 0, 18, 421, 2010 
17, '17-002', 0, 19, 1, 2010 
17, '17-003', 0, 101, 2858, 2010 
17, '17-003', 0, 102, 888, 2010 
17, '17-003', 0, 0, 5, 2010 
