6, '06-001', 0, 101, 3592, 2010 
6, '06-001', 0, 102, 1389, 2010 
6, '06-001', 0, 0, 2, 2010 
6, '06-001', 0, 1, 0, 2010 
6, '06-001', 0, 2, 146, 2010 
6, '06-001', 0, 3, 0, 2010 
6, '06-001', 0, 4, 1, 2010 
6, '06-001', 0, 5, 85, 2010 
6, '06-001', 0, 6, 0, 2010 
6, '06-001', 0, 7, 0, 2010 
6, '06-001', 0, 8, 0, 2010 
6, '06-001', 0, 9, 0, 2010 
6, '06-001', 0, 10, 1, 2010 
6, '06-001', 0, 11, 43, 2010 
6, '06-001', 0, 12, 499, 2010 
6, '06-001', 0, 13, 1, 2010 
6, '06-001', 0, 14, 2, 2010 
6, '06-001', 0, 15, 0, 2010 
6, '06-001', 0, 16, 4, 2010 
6, '06-001', 0, 17, 4, 2010 
6, '06-001', 0, 18, 601, 2010 
6, '06-001', 0, 19, 0, 2010 
6, '06-002', 0, 101, 3610, 2010 
6, '06-002', 0, 102, 1415, 2010 
6, '06-002', 0, 0, 0, 2010 
6, '06-002', 0, 1, 1, 2010 
6, '06-002', 0, 2, 149, 2010 
6, '06-002', 0, 3, 1, 2010 
6, '06-002', 0, 4, 0, 2010 
6, '06-002', 0, 5, 99, 2010 
6, '06-002', 0, 6, 0, 2010 
6, '06-002', 0, 7, 0, 2010 
6, '06-002', 0, 8, 0, 2010 
6, '06-002', 0, 9, 0, 2010 
6, '06-002', 0, 10, 0, 2010 
6, '06-002', 0, 11, 56, 2010 
6, '06-002', 0, 12, 535, 2010 
6, '06-002', 0, 13, 1, 2010 
6, '06-002', 0, 14, 1, 2010 
6, '06-002', 0, 15, 3, 2010 
6, '06-002', 0, 16, 4, 2010 
6, '06-002', 0, 17, 4, 2010 
6, '06-002', 0, 18, 559, 2010 
6, '06-002', 0, 19, 2, 2010 
6, '06-003', 0, 101, 63, 2010 
6, '06-003', 0, 102, 71, 2010 
6, '06-003', 0, 0, 0, 2010 
6, '06-003', 0, 1, 0, 2010 
6, '06-003', 0, 2, 4, 2010 
6, '06-003', 0, 3, 0, 2010 
6, '06-003', 0, 4, 0, 2010 
6, '06-003', 0, 5, 5, 2010 
6, '06-003', 0, 6, 0, 2010 
6, '06-003', 0, 7, 2, 2010 
6, '06-003', 0, 8, 1, 2010 
6, '06-003', 0, 9, 0, 2010 
6, '06-003', 0, 10, 0, 2010 
6, '06-003', 0, 11, 1, 2010 
6, '06-003', 0, 12, 29, 2010 
6, '06-003', 0, 13, 0, 2010 
6, '06-003', 0, 14, 1, 2010 
6, '06-003', 0, 15, 0, 2010 
6, '06-003', 0, 16, 1, 2010 
6, '06-003', 0, 17, 0, 2010 
6, '06-003', 0, 18, 27, 2010 
6, '06-003', 0, 19, 0, 2010 
6, '06-004', 0, 101, 2007, 2010 
6, '06-004', 0, 102, 748, 2010 
6, '06-004', 0, 0, 1, 2010 
6, '06-004', 0, 1, 0, 2010 
6, '06-004', 0, 2, 89, 2010 
6, '06-004', 0, 3, 0, 2010 
6, '06-004', 0, 4, 0, 2010 
6, '06-004', 0, 5, 61, 2010 
6, '06-004', 0, 6, 0, 2010 
6, '06-004', 0, 7, 1, 2010 
6, '06-004', 0, 8, 0, 2010 
6, '06-004', 0, 9, 0, 2010 
6, '06-004', 0, 10, 0, 2010 
6, '06-004', 0, 11, 28, 2010 
6, '06-004', 0, 12, 261, 2010 
6, '06-004', 0, 13, 2, 2010 
6, '06-004', 0, 14, 1, 2010 
6, '06-004', 0, 15, 0, 2010 
6, '06-004', 0, 16, 2, 2010 
6, '06-004', 0, 17, 0, 2010 
6, '06-004', 0, 18, 301, 2010 
6, '06-004', 0, 19, 1, 2010 
6, '06-005', 0, 101, 2762, 2010 
6, '06-005', 0, 102, 1101, 2010 
6, '06-005', 0, 0, 1, 2010 
6, '06-005', 0, 1, 5, 2010 
6, '06-005', 0, 2, 120, 2010 
6, '06-005', 0, 3, 0, 2010 
6, '06-005', 0, 4, 3, 2010 
6, '06-005', 0, 5, 90, 2010 
6, '06-005', 0, 6, 0, 2010 
6, '06-005', 0, 7, 1, 2010 
6, '06-005', 0, 8, 1, 2010 
6, '06-005', 0, 9, 0, 2010 
6, '06-005', 0, 10, 0, 2010 
6, '06-005', 0, 11, 43, 2010 
6, '06-005', 0, 12, 354, 2010 
6, '06-005', 0, 13, 2, 2010 
6, '06-005', 0, 14, 1, 2010 
6, '06-005', 0, 15, 0, 2010 
6, '06-005', 0, 16, 3, 2010 
6, '06-005', 0, 17, 2, 2010 
6, '06-005', 0, 18, 473, 2010 
6, '06-005', 0, 19, 2, 2010 
6, '06-006', 0, 101, 189, 2010 
6, '06-006', 0, 102, 38, 2010 
6, '06-006', 0, 0, 0, 2010 
6, '06-006', 0, 1, 0, 2010 
6, '06-006', 0, 2, 2, 2010 
6, '06-006', 0, 3, 0, 2010 
6, '06-006', 0, 4, 1, 2010 
6, '06-006', 0, 5, 2, 2010 
6, '06-006', 0, 6, 0, 2010 
6, '06-006', 0, 7, 0, 2010 
6, '06-006', 0, 8, 0, 2010 
6, '06-006', 0, 9, 0, 2010 
6, '06-006', 0, 10, 0, 2010 
6, '06-006', 0, 11, 0, 2010 
6, '06-006', 0, 12, 15, 2010 
6, '06-006', 0, 13, 0, 2010 
6, '06-006', 0, 14, 0, 2010 
6, '06-006', 0, 15, 1, 2010 
6, '06-006', 0, 16, 0, 2010 
6, '06-006', 0, 17, 0, 2010 
6, '06-006', 0, 18, 17, 2010 
6, '06-006', 0, 19, 0, 2010 
6, '06-007', 0, 101, 2686, 2010 
6, '06-007', 0, 102, 1030, 2010 
6, '06-007', 0, 0, 0, 2010 
6, '06-007', 0, 1, 0, 2010 
6, '06-007', 0, 2, 100, 2010 
6, '06-007', 0, 3, 0, 2010 
6, '06-007', 0, 4, 1, 2010 
6, '06-007', 0, 5, 66, 2010 
6, '06-007', 0, 6, 0, 2010 
6, '06-007', 0, 7, 0, 2010 
6, '06-007', 0, 8, 0, 2010 
6, '06-007', 0, 9, 0, 2010 
6, '06-007', 0, 10, 1, 2010 
6, '06-007', 0, 11, 30, 2010 
6, '06-007', 0, 12, 391, 2010 
6, '06-007', 0, 13, 1, 2010 
6, '06-007', 0, 14, 0, 2010 
6, '06-007', 0, 15, 0, 2010 
6, '06-007', 0, 16, 11, 2010 
6, '06-007', 0, 17, 1, 2010 
6, '06-007', 0, 18, 426, 2010 
6, '06-007', 0, 19, 2, 2010 
6, '06-008', 0, 101, 2561, 2010 
6, '06-008', 0, 102, 746, 2010 
6, '06-008', 0, 0, 4, 2010 
6, '06-008', 0, 1, 1, 2010 
6, '06-008', 0, 2, 93, 2010 
6, '06-008', 0, 3, 0, 2010 
6, '06-008', 0, 4, 0, 2010 
6, '06-008', 0, 5, 67, 2010 
6, '06-008', 0, 6, 1, 2010 
6, '06-008', 0, 7, 3, 2010 
6, '06-008', 0, 8, 0, 2010 
6, '06-008', 0, 9, 1, 2010 
6, '06-008', 0, 10, 0, 2010 
6, '06-008', 0, 11, 14, 2010 
6, '06-008', 0, 12, 228, 2010 
6, '06-008', 0, 13, 2, 2010 
6, '06-008', 0, 14, 1, 2010 
6, '06-008', 0, 15, 0, 2010 
6, '06-008', 0, 16, 4, 2010 
6, '06-008', 0, 17, 2, 2010 
6, '06-008', 0, 18, 325, 2010 
6, '06-008', 0, 19, 0, 2010 
6, '06-009', 0, 101, 0, 2010 
6, '06-009', 0, 102, 494, 2010 
6, '06-009', 0, 0, 0, 2010 
6, '06-009', 0, 1, 0, 2010 
6, '06-009', 0, 2, 23, 2010 
6, '06-009', 0, 3, 0, 2010 
6, '06-009', 0, 4, 0, 2010 
6, '06-009', 0, 5, 99, 2010 
6, '06-009', 0, 6, 1, 2010 
6, '06-009', 0, 7, 0, 2010 
6, '06-009', 0, 8, 0, 2010 
6, '06-009', 0, 9, 0, 2010 
6, '06-009', 0, 10, 0, 2010 
6, '06-009', 0, 11, 15, 2010 
6, '06-009', 0, 12, 176, 2010 
6, '06-009', 0, 13, 0, 2010 
6, '06-009', 0, 14, 0, 2010 
6, '06-009', 0, 15, 1, 2010 
6, '06-009', 0, 16, 1, 2010 
6, '06-009', 0, 17, 1, 2010 
6, '06-009', 0, 18, 177, 2010 
6, '06-009', 0, 19, 0, 2010 
6, '06-010', 0, 101, 0, 2010 
6, '06-010', 0, 102, 867, 2010 
