5, '05-001', 0, 101, 2260, 2010 
5, '05-001', 0, 102, 913, 2010 
5, '05-001', 0, 0, 1, 2010 
5, '05-001', 0, 1, 0, 2010 
5, '05-001', 0, 2, 131, 2010 
5, '05-001', 0, 3, 0, 2010 
5, '05-001', 0, 4, 1, 2010 
5, '05-001', 0, 5, 106, 2010 
5, '05-001', 0, 6, 1, 2010 
5, '05-001', 0, 7, 1, 2010 
5, '05-001', 0, 8, 0, 2010 
5, '05-001', 0, 9, 0, 2010 
5, '05-001', 0, 10, 0, 2010 
5, '05-001', 0, 11, 36, 2010 
5, '05-001', 0, 12, 309, 2010 
5, '05-001', 0, 13, 1, 2010 
5, '05-001', 0, 14, 3, 2010 
5, '05-001', 0, 15, 0, 2010 
5, '05-001', 0, 16, 5, 2010 
5, '05-001', 0, 17, 2, 2010 
5, '05-001', 0, 18, 315, 2010 
5, '05-001', 0, 19, 1, 2010 
5, '05-002', 0, 101, 2289, 2010 
5, '05-002', 0, 102, 931, 2010 
5, '05-002', 0, 0, 2, 2010 
5, '05-002', 0, 1, 1, 2010 
5, '05-002', 0, 2, 121, 2010 
5, '05-002', 0, 3, 0, 2010 
5, '05-002', 0, 4, 0, 2010 
5, '05-002', 0, 5, 97, 2010 
5, '05-002', 0, 6, 0, 2010 
5, '05-002', 0, 7, 0, 2010 
5, '05-002', 0, 8, 0, 2010 
5, '05-002', 0, 9, 0, 2010 
5, '05-002', 0, 10, 0, 2010 
5, '05-002', 0, 11, 33, 2010 
5, '05-002', 0, 12, 321, 2010 
5, '05-002', 0, 13, 0, 2010 
5, '05-002', 0, 14, 1, 2010 
5, '05-002', 0, 15, 1, 2010 
5, '05-002', 0, 16, 4, 2010 
5, '05-002', 0, 17, 5, 2010 
5, '05-002', 0, 18, 341, 2010 
5, '05-002', 0, 19, 4, 2010 
5, '05-003', 0, 101, 2579, 2010 
5, '05-003', 0, 102, 1025, 2010 
5, '05-003', 0, 0, 0, 2010 
5, '05-003', 0, 1, 2, 2010 
5, '05-003', 0, 2, 118, 2010 
5, '05-003', 0, 3, 1, 2010 
5, '05-003', 0, 4, 0, 2010 
5, '05-003', 0, 5, 108, 2010 
5, '05-003', 0, 6, 0, 2010 
5, '05-003', 0, 7, 2, 2010 
5, '05-003', 0, 8, 0, 2010 
5, '05-003', 0, 9, 0, 2010 
5, '05-003', 0, 10, 0, 2010 
5, '05-003', 0, 11, 43, 2010 
5, '05-003', 0, 12, 355, 2010 
5, '05-003', 0, 13, 0, 2010 
5, '05-003', 0, 14, 1, 2010 
5, '05-003', 0, 15, 0, 2010 
5, '05-003', 0, 16, 2, 2010 
5, '05-003', 0, 17, 4, 2010 
5, '05-003', 0, 18, 388, 2010 
5, '05-003', 0, 19, 1, 2010 
5, '05-004', 0, 101, 2406, 2010 
5, '05-004', 0, 102, 962, 2010 
5, '05-004', 0, 0, 1, 2010 
5, '05-004', 0, 1, 1, 2010 
5, '05-004', 0, 2, 116, 2010 
5, '05-004', 0, 3, 0, 2010 
5, '05-004', 0, 4, 1, 2010 
5, '05-004', 0, 5, 107, 2010 
5, '05-004', 0, 6, 0, 2010 
5, '05-004', 0, 7, 1, 2010 
5, '05-004', 0, 8, 0, 2010 
5, '05-004', 0, 9, 0, 2010 
5, '05-004', 0, 10, 1, 2010 
5, '05-004', 0, 11, 37, 2010 
5, '05-004', 0, 12, 353, 2010 
5, '05-004', 0, 13, 0, 2010 
5, '05-004', 0, 14, 1, 2010 
5, '05-004', 0, 15, 0, 2010 
5, '05-004', 0, 16, 4, 2010 
5, '05-004', 0, 17, 5, 2010 
5, '05-004', 0, 18, 332, 2010 
5, '05-004', 0, 19, 2, 2010 
5, '05-005', 0, 101, 2250, 2010 
5, '05-005', 0, 102, 894, 2010 
5, '05-005', 0, 0, 2, 2010 
5, '05-005', 0, 1, 0, 2010 
5, '05-005', 0, 2, 114, 2010 
5, '05-005', 0, 3, 1, 2010 
5, '05-005', 0, 4, 1, 2010 
5, '05-005', 0, 5, 86, 2010 
5, '05-005', 0, 6, 0, 2010 
5, '05-005', 0, 7, 2, 2010 
5, '05-005', 0, 8, 1, 2010 
5, '05-005', 0, 9, 1, 2010 
5, '05-005', 0, 10, 0, 2010 
5, '05-005', 0, 11, 36, 2010 
5, '05-005', 0, 12, 353, 2010 
5, '05-005', 0, 13, 0, 2010 
5, '05-005', 0, 14, 1, 2010 
5, '05-005', 0, 15, 1, 2010 
5, '05-005', 0, 16, 4, 2010 
5, '05-005', 0, 17, 3, 2010 
5, '05-005', 0, 18, 288, 2010 
5, '05-005', 0, 19, 0, 2010 
5, '05-006', 0, 101, 3097, 2010 
5, '05-006', 0, 102, 1249, 2010 
5, '05-006', 0, 0, 0, 2010 
5, '05-006', 0, 1, 0, 2010 
5, '05-006', 0, 2, 163, 2010 
5, '05-006', 0, 3, 0, 2010 
5, '05-006', 0, 4, 0, 2010 
5, '05-006', 0, 5, 125, 2010 
5, '05-006', 0, 6, 1, 2010 
5, '05-006', 0, 7, 0, 2010 
5, '05-006', 0, 8, 0, 2010 
5, '05-006', 0, 9, 0, 2010 
5, '05-006', 0, 10, 0, 2010 
5, '05-006', 0, 11, 35, 2010 
5, '05-006', 0, 12, 504, 2010 
5, '05-006', 0, 13, 0, 2010 
5, '05-006', 0, 14, 1, 2010 
5, '05-006', 0, 15, 1, 2010 
5, '05-006', 0, 16, 1, 2010 
5, '05-006', 0, 17, 2, 2010 
5, '05-006', 0, 18, 416, 2010 
5, '05-006', 0, 19, 0, 2010 
5, '05-007', 0, 101, 2858, 2010 
5, '05-007', 0, 102, 1101, 2010 
5, '05-007', 0, 0, 0, 2010 
5, '05-007', 0, 1, 1, 2010 
5, '05-007', 0, 2, 129, 2010 
5, '05-007', 0, 3, 0, 2010 
5, '05-007', 0, 4, 3, 2010 
5, '05-007', 0, 5, 108, 2010 
5, '05-007', 0, 6, 0, 2010 
5, '05-007', 0, 7, 1, 2010 
5, '05-007', 0, 8, 1, 2010 
5, '05-007', 0, 9, 0, 2010 
5, '05-007', 0, 10, 0, 2010 
5, '05-007', 0, 11, 47, 2010 
5, '05-007', 0, 12, 434, 2010 
5, '05-007', 0, 13, 1, 2010 
5, '05-007', 0, 14, 5, 2010 
5, '05-007', 0, 15, 0, 2010 
5, '05-007', 0, 16, 5, 2010 
5, '05-007', 0, 17, 6, 2010 
5, '05-007', 0, 18, 360, 2010 
5, '05-007', 0, 19, 0, 2010 
5, '05-008', 0, 101, 0, 2010 
5, '05-008', 0, 102, 123, 2010 
5, '05-008', 0, 0, 0, 2010 
5, '05-008', 0, 1, 0, 2010 
5, '05-008', 0, 2, 11, 2010 
5, '05-008', 0, 3, 0, 2010 
5, '05-008', 0, 4, 2, 2010 
5, '05-008', 0, 5, 29, 2010 
5, '05-008', 0, 6, 0, 2010 
5, '05-008', 0, 7, 0, 2010 
5, '05-008', 0, 8, 0, 2010 
5, '05-008', 0, 9, 0, 2010 
5, '05-008', 0, 10, 0, 2010 
5, '05-008', 0, 11, 3, 2010 
5, '05-008', 0, 12, 41, 2010 
5, '05-008', 0, 13, 0, 2010 
5, '05-008', 0, 14, 0, 2010 
5, '05-008', 0, 15, 0, 2010 
5, '05-008', 0, 16, 0, 2010 
5, '05-008', 0, 17, 0, 2010 
5, '05-008', 0, 18, 37, 2010 
5, '05-008', 0, 19, 0, 2010 
5, '05-009', 0, 101, 0, 2010 
5, '05-009', 0, 102, 131, 2010 
5, '05-009', 0, 0, 0, 2010 
5, '05-009', 0, 1, 0, 2010 
5, '05-009', 0, 2, 12, 2010 
5, '05-009', 0, 3, 0, 2010 
5, '05-009', 0, 4, 0, 2010 
