Mayor / Maire,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O’Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
Councillor / Conseiller(ère) Ward/Quartier 23,Reg. Voters,Total Votes,Marc Favreau,Aaron Helleman,Allan Hubley,Perry Simpson,Michel Tardif,Roodney Tellez,,,,,,,,,,,,,,
Ecole catholique Roger Saint-Denis,2481,960,132,358,440,9,10,11,,,,,,,,,,,,,,
Kanata Baptist Church,2988,1064,127,445,457,17,5,13,,,,,,,,,,,,,,
Holy Trinity Catholic High School,3554,1400,161,502,694,18,13,12,,,,,,,,,,,,,,
Empress Kanata Retirement Residence,67,29,3,17,6,1,1,1,,,,,,,,,,,,,,
Garden Terrace Long Term Care,144,21,3,2,4,4,8,0,,,,,,,,,,,,,,
Glen Cairn Community Centre,3813,1488,58,442,952,12,11,13,,,,,,,,,,,,,,
Kanata Retirement Residence,92,55,6,13,18,7,10,1,,,,,,,,,,,,,,
Glen Cairn United Church,2861,1175,64,366,713,7,10,15,,,,,,,,,,,,,,
St. James Catholic School,2711,985,117,371,472,3,6,16,,,,,,,,,,,,,,
W.O. Mitchell Elementary School,3212,1478,206,550,695,4,6,17,,,,,,,,,,,,,,
Stonehaven Manor Retirement Residence,88,68,17,17,30,0,0,4,,,,,,,,,,,,,,
Eva James Memorial Recreation Centre,3195,1379,218,491,633,9,4,24,,,,,,,,,,,,,,
Ecole elementaire Elisabeth-Bruyere,2106,896,159,361,357,2,3,14,,,,,,,,,,,,,,
St. Anne Catholic School,2798,1060,184,432,405,13,5,21,,,,,,,,,,,,,,
Bridlewood Church of the Nazarene,299,139,25,35,61,2,2,14,,,,,,,,,,,,,,
Fairfield Manor - Adv 2,0,12,6,0,0,4,2,0,,,,,,,,,,,,,,
Bridlewood Trails Retirement - Adv 2,0,31,3,17,9,1,1,0,,,,,,,,,,,,,,
Eva James Memorial R.C. - Adv 1,0,673,70,260,312,8,8,15,,,,,,,,,,,,,,
Glen Cairn Community Centre - Adv 2,0,988,74,375,525,5,4,5,,,,,,,,,,,,,,
Polling,30409,12240,1489,4419,5946,113,97,176,,,,,,,,,,,,,,
Adv Vote,60818,1661,144,635,837,13,12,20,,,,,,,,,,,,,,
Total,30409,13901,1633,5054,6783,126,109,196,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCDSB Zone 2,Reg. Voters,Total Votes,Christine Boothby,Cathy Curry,,,,,,,,,,,,,,,,,,
Ecole catholique Roger Saint-Denis,1887,646,288,358,,,,,,,,,,,,,,,,,,
Kanata Baptist Church,2185,704,326,378,,,,,,,,,,,,,,,,,,
Holy Trinity Catholic High School,2501,812,370,442,,,,,,,,,,,,,,,,,,
Empress Kanata Retirement Residence,67,17,4,13,,,,,,,,,,,,,,,,,,
Garden Terrace Long Term Care,144,18,6,12,,,,,,,,,,,,,,,,,,
Glen Cairn Community Centre,2679,963,462,501,,,,,,,,,,,,,,,,,,
Kanata Retirement Residence,92,43,18,25,,,,,,,,,,,,,,,,,,
Glen Cairn United Church,2024,741,342,399,,,,,,,,,,,,,,,,,,
St. James Catholic School,1837,561,248,313,,,,,,,,,,,,,,,,,,
W.O. Mitchell Elementary School,2333,931,369,562,,,,,,,,,,,,,,,,,,
Stonehaven Manor Retirement Residence,87,47,15,32,,,,,,,,,,,,,,,,,,
Eva James Memorial Recreation Centre,2187,789,333,456,,,,,,,,,,,,,,,,,,
Ecole elementaire Elisabeth-Bruyere,1585,505,243,262,,,,,,,,,,,,,,,,,,
St. Anne Catholic School,1918,584,315,269,,,,,,,,,,,,,,,,,,
Bridlewood Church of the Nazarene,269,90,49,41,,,,,,,,,,,,,,,,,,
Fairfield Manor - Adv 2,0,11,3,8,,,,,,,,,,,,,,,,,,
Bridlewood Trails Retirement - Adv 2,0,14,1,13,,,,,,,,,,,,,,,,,,
Eva James Memorial R.C. - Adv 1,0,417,142,275,,,,,,,,,,,,,,,,,,
Glen Cairn Community Centre - Adv 2,0,635,275,360,,,,,,,,,,,,,,,,,,
Polling,21795,7476,3392,4084,,,,,,,,,,,,,,,,,,
Adv Vote,43590,1052,417,635,,,,,,,,,,,,,,,,,,
Total,21795,8528,3809,4719,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCSB Zone 2,Reg. Voters,Total Votes,Hudson Egbert,Ted Hurley,,,,,,,,,,,,,,,,,,
Ecole catholique Roger Saint-Denis,473,166,25,141,,,,,,,,,,,,,,,,,,
Kanata Baptist Church,675,243,30,213,,,,,,,,,,,,,,,,,,
Holy Trinity Catholic High School,908,382,53,329,,,,,,,,,,,,,,,,,,
Empress Kanata Retirement Residence,0,6,2,4,,,,,,,,,,,,,,,,,,
Garden Terrace Long Term Care,0,5,1,4,,,,,,,,,,,,,,,,,,
Glen Cairn Community Centre,976,368,46,322,,,,,,,,,,,,,,,,,,
Kanata Retirement Residence,0,0,0,0,,,,,,,,,,,,,,,,,,
Glen Cairn United Church,729,295,55,240,,,,,,,,,,,,,,,,,,
St. James Catholic School,737,236,38,198,,,,,,,,,,,,,,,,,,
W.O. Mitchell Elementary School,715,320,45,275,,,,,,,,,,,,,,,,,,
Stonehaven Manor Retirement Residence,1,8,0,8,,,,,,,,,,,,,,,,,,
Eva James Memorial Recreation Centre,807,388,52,336,,,,,,,,,,,,,,,,,,
Ecole elementaire Elisabeth-Bruyere,378,193,29,164,,,,,,,,,,,,,,,,,,
St. Anne Catholic School,725,324,44,280,,,,,,,,,,,,,,,,,,
Bridlewood Church of the Nazarene,22,35,6,29,,,,,,,,,,,,,,,,,,
Fairfield Manor - Adv 2,0,0,0,0,,,,,,,,,,,,,,,,,,
Bridlewood Trails Retirement - Adv 2,0,7,0,7,,,,,,,,,,,,,,,,,,
Eva James Memorial R.C. - Adv 1,0,153,34,119,,,,,,,,,,,,,,,,,,
Glen Cairn Community Centre - Adv 2,0,199,35,164,,,,,,,,,,,,,,,,,,
Polling,7146,2976,426,2550,,,,,,,,,,,,,,,,,,
Adv Vote,14292,352,69,283,,,,,,,,,,,,,,,,,,
Total,7146,3328,495,2833,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CEPEO Secteur 12,Reg. Voters,Total Votes,Bernard Bareilhe,Abdourahman Kahin,Linda Savard,,,,,,,,,,,,,,,,,
Ecole catholique Roger Saint-Denis,28,6,0,1,5,,,,,,,,,,,,,,,,,
Kanata Baptist Church,28,14,0,3,11,,,,,,,,,,,,,,,,,
Holy Trinity Catholic High School,32,20,5,1,14,,,,,,,,,,,,,,,,,
Empress Kanata Retirement Residence,0,0,0,0,0,,,,,,,,,,,,,,,,,
Garden Terrace Long Term Care,0,0,0,0,0,,,,,,,,,,,,,,,,,
Glen Cairn Community Centre,41,13,3,0,10,,,,,,,,,,,,,,,,,
Kanata Retirement Residence,0,0,0,0,0,,,,,,,,,,,,,,,,,
Glen Cairn United Church,26,13,2,2,9,,,,,,,,,,,,,,,,,
St. James Catholic School,21,13,1,4,8,,,,,,,,,,,,,,,,,
W.O. Mitchell Elementary School,35,10,2,0,8,,,,,,,,,,,,,,,,,
Stonehaven Manor Retirement Residence,0,0,0,0,0,,,,,,,,,,,,,,,,,
Eva James Memorial Recreation Centre,58,24,6,1,17,,,,,,,,,,,,,,,,,
Ecole elementaire Elisabeth-Bruyere,32,17,3,4,10,,,,,,,,,,,,,,,,,
St. Anne Catholic School,29,14,5,1,8,,,,,,,,,,,,,,,,,
Bridlewood Church of the Nazarene,0,4,0,0,4,,,,,,,,,,,,,,,,,
Fairfield Manor - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Bridlewood Trails Retirement - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Eva James Memorial R.C. - Adv 1,0,9,0,1,8,,,,,,,,,,,,,,,,,
Glen Cairn Community Centre - Adv 2,0,11,3,3,5,,,,,,,,,,,,,,,,,
Polling,330,148,27,17,104,,,,,,,,,,,,,,,,,
Adv Vote,660,20,3,4,13,,,,,,,,,,,,,,,,,
Total,330,168,30,21,117,,,,,,,,,,,,,,,,,
