Mayor / Maire,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O’Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
Carlingview Manor,274,42,0,0,0,0,1,3,0,0,0,0,0,1,8,0,1,0,0,0,28,0
Woodroffe High School,1212,526,0,1,79,0,1,32,1,0,0,0,0,9,132,0,0,0,0,3,268,0
D. Roy Kennedy Public School,2147,988,7,3,167,1,2,66,1,0,2,0,0,17,258,0,1,1,1,3,456,2
The Fairview Apartments - Adv 2,0,57,0,0,5,0,3,4,1,0,1,0,0,2,13,0,1,0,0,2,25,0
Essex Apartments - Adv 2,0,57,0,0,3,0,0,2,1,0,0,0,0,2,10,0,0,1,3,0,34,1
C. C. C. #8 - Adv 2,0,146,0,0,6,0,0,20,0,1,0,0,0,6,47,0,1,0,3,0,62,0
Commodore's Quay - Adv 2,0,65,1,0,3,0,0,13,0,0,0,0,0,2,17,0,0,0,0,0,29,0
Richmond Heights Apartments - Adv 2,0,177,1,0,16,0,1,23,0,0,0,0,0,3,44,1,1,1,0,2,84,0
Marina Bay Apartments - Adv 2,0,161,1,1,10,0,0,9,1,0,0,0,0,5,39,0,1,0,1,3,89,1
The Conservatory Apartments - Adv 2,0,185,0,2,13,0,1,14,1,0,0,0,0,4,68,0,0,0,5,2,75,0
Britannia Condominiums - Adv 2,0,166,0,0,18,1,1,6,1,0,0,0,0,4,55,0,0,0,2,0,76,2
Richmond Park Square Apartments - Adv 2,0,224,1,0,13,0,0,19,0,1,0,0,0,8,56,0,1,0,0,2,123,0
Lincoln Park Towers - Adv 2,0,57,1,0,4,1,1,3,1,0,0,0,0,2,17,1,0,0,0,0,26,0
Regina Towers - Adv 2,0,102,2,1,1,1,1,11,0,0,0,0,0,3,12,0,1,0,1,0,68,0
Northwest One Aprts. (265 Poulin) - Adv 2,0,170,1,0,16,1,1,18,0,0,1,0,0,7,35,0,0,0,2,2,85,1
Northwest One Aprts. (2625 Regina) - Adv 2,0,151,1,0,12,1,0,14,0,1,0,0,0,3,37,0,0,0,2,1,79,0
Voyageur Apartments - Adv 2,0,62,0,0,1,0,1,9,0,0,0,0,0,3,15,0,0,0,0,0,33,0
Halcyon Apartments - Adv 2,0,139,0,0,7,0,0,12,0,0,0,0,0,3,55,0,0,0,0,1,61,0
Park West Apartments - Adv 2,0,94,0,1,11,0,0,11,0,0,0,0,0,2,18,0,0,0,0,1,50,0
McEwen Terrace Apartments - Adv 2,0,96,1,0,3,0,2,9,0,0,0,0,0,2,15,0,0,1,1,3,58,1
Park Place Apartments - Adv 2,0,145,0,0,24,0,1,21,0,0,0,0,0,6,33,0,0,0,0,1,59,0
River Park Terrace - Adv 2,0,28,0,0,1,0,1,7,0,0,0,0,0,2,4,0,0,0,2,0,11,0
Ambleside III Apartments - Adv 2,0,111,0,0,7,0,1,9,0,0,0,0,1,3,32,0,0,0,0,1,57,0
Ambleside I Apartments - Adv 2,0,224,0,0,24,1,3,17,0,0,0,0,1,5,57,0,0,1,2,1,111,1
Ambleside II Apartments - Adv 2,0,243,0,1,17,0,0,21,0,0,0,0,0,10,78,0,0,0,0,1,115,0
Saville Apartments - Adv 2,0,173,0,0,8,0,1,13,1,0,0,0,0,6,43,0,0,1,1,4,95,0
Somerset Towers Apartments - Adv 2,0,186,1,0,27,0,1,16,0,1,0,1,0,4,40,0,0,0,3,0,92,0
Bromley Square Apartments - Adv 2,0,66,0,0,8,0,0,9,0,0,0,0,0,2,14,0,0,0,1,0,32,0
Edgeworth Apartments - Adv 2,0,49,0,0,11,0,0,9,0,0,0,0,0,3,10,0,1,0,1,0,14,0
Bayshore Catholic School - Adv 1,0,584,2,3,52,1,2,71,0,1,0,1,0,5,133,0,1,1,5,5,301,0
St. Paul's Presbyterian Church - Adv 2,0,536,1,2,49,0,0,46,0,0,0,0,0,6,142,1,0,0,2,2,285,0
Polling,28528,13407,36,64,1909,20,37,1119,20,20,8,7,9,289,2955,7,16,8,76,89,6699,19
Adv Vote,57056,1120,3,5,101,1,2,117,0,1,0,1,0,11,275,1,1,1,7,7,586,0
Total,28528,14527,39,69,2010,21,39,1236,20,21,8,8,9,300,3230,8,17,9,83,96,7285,19
,,,,,,,,,,,,,,,,,,,,,,
Councillor / Conseiller(ère) Ward/Quartier 7,Reg. Voters,Total Votes,Alex Cullen,George Guirguis,Peter Heyck,Oni Joseph,Terry Kilrea,Shawn Little,Erik Olesen,Mark Taylor,,,,,,,,,,,,
Villa Lucia,647,303,125,12,2,3,30,19,2,110,,,,,,,,,,,,
 Riverpark Place,1177,639,145,58,2,22,51,18,2,341,,,,,,,,,,,,
Maki Community Centre ,1389,739,180,77,1,13,40,23,2,403,,,,,,,,,,,,
Lakeview Public School,108,56,21,4,1,0,3,5,2,20,,,,,,,,,,,,
Bayshore Catholic Elementary School,2210,572,187,116,4,35,38,25,4,163,,,,,,,,,,,,
Dr. F.J. McDonald Catholic School ,1252,437,167,39,5,45,27,22,1,131,,,,,,,,,,,,
Michele Heights Community Centre ,1801,439,119,64,0,45,44,35,2,130,,,,,,,,,,,,
Foster Farm Community Centre,2371,696,252,113,4,47,40,54,2,184,,,,,,,,,,,,
Ron Kolbus Lakeside Centre ,1686,643,238,57,1,38,36,42,2,229,,,,,,,,,,,,
Regina Street Public School,2771,580,192,90,3,40,47,48,6,154,,,,,,,,,,,,
Severn Avenue Public School ,2426,1107,254,88,2,48,149,49,1,516,,,,,,,,,,,,
Sterling Place,69,33,13,5,0,1,5,2,0,7,,,,,,,,,,,,
Our Lady of Fatima Church ,3169,712,204,76,6,30,53,46,4,293,,,,,,,,,,,,
Woodroffe Avenue Public School ,1548,697,191,34,4,27,39,60,2,340,,,,,,,,,,,,
Bromley Road Baptist Church ,2033,688,225,39,5,31,41,35,3,309,,,,,,,,,,,,
New Orchard Lodge,93,24,5,1,3,0,3,3,0,9,,,,,,,,,,,,
Central Park Lodge 1 2,145,57,20,12,0,0,11,1,1,12,,,,,,,,,,,,
Carlingview Manor,274,39,12,5,0,2,8,7,1,4,,,,,,,,,,,,
Woodroffe High School,1212,519,145,62,3,8,35,21,1,244,,,,,,,,,,,,
D. Roy Kennedy Public School,2147,984,299,108,3,15,73,45,5,436,,,,,,,,,,,,
The Fairview Apartments - Adv 2,0,56,22,10,0,4,5,5,0,10,,,,,,,,,,,,
Essex Apartments - Adv 2,0,54,27,7,0,1,6,4,1,8,,,,,,,,,,,,
C. C. C. #8 - Adv 2,0,145,52,34,0,6,8,23,0,22,,,,,,,,,,,,
Commodore's Quay - Adv 2,0,63,24,8,0,0,4,12,0,15,,,,,,,,,,,,
Richmond Heights Apartments - Adv 2,0,173,54,43,1,4,24,16,0,31,,,,,,,,,,,,
Marina Bay Apartments - Adv 2,0,160,47,26,0,1,15,5,1,65,,,,,,,,,,,,
The Conservatory Apartments - Adv 2,0,179,49,43,3,8,29,8,1,38,,,,,,,,,,,,
Britannia Condominiums - Adv 2,0,163,46,26,1,2,11,15,1,61,,,,,,,,,,,,
Richmond Park Square Apartments - Adv 2,0,217,61,33,2,3,21,15,0,82,,,,,,,,,,,,
Lincoln Park Towers - Adv 2,0,57,13,19,1,3,7,3,0,11,,,,,,,,,,,,
Regina Towers - Adv 2,0,100,24,18,1,2,5,4,0,46,,,,,,,,,,,,
Northwest One Aprts. (265 Poulin) - Adv 2,0,168,64,31,0,3,22,10,2,36,,,,,,,,,,,,
Northwest One Aprts. (2625 Regina) - Adv 2,0,149,54,34,0,4,10,12,1,34,,,,,,,,,,,,
Voyageur Apartments - Adv 2,0,61,20,13,0,1,9,7,1,10,,,,,,,,,,,,
Halcyon Apartments - Adv 2,0,136,36,26,0,6,9,5,0,54,,,,,,,,,,,,
Park West Apartments - Adv 2,0,92,25,14,15,5,8,9,1,15,,,,,,,,,,,,
McEwen Terrace Apartments - Adv 2,0,91,35,10,3,0,4,4,1,34,,,,,,,,,,,,
Park Place Apartments - Adv 2,0,143,43,33,0,1,10,10,2,44,,,,,,,,,,,,
River Park Terrace - Adv 2,0,28,7,5,3,0,4,7,0,2,,,,,,,,,,,,
Ambleside III Apartments - Adv 2,0,107,18,18,3,2,11,17,0,38,,,,,,,,,,,,
Ambleside I Apartments - Adv 2,0,221,52,58,7,2,15,17,1,69,,,,,,,,,,,,
Ambleside II Apartments - Adv 2,0,243,58,44,1,3,14,35,1,87,,,,,,,,,,,,
Saville Apartments - Adv 2,0,173,58,31,1,1,15,9,0,58,,,,,,,,,,,,
Somerset Towers Apartments - Adv 2,0,185,60,21,0,5,22,17,0,60,,,,,,,,,,,,
Bromley Square Apartments - Adv 2,0,67,31,6,0,0,9,6,1,14,,,,,,,,,,,,
Edgeworth Apartments - Adv 2,0,51,14,7,1,1,7,5,1,15,,,,,,,,,,,,
Bayshore Catholic School - Adv 1,0,586,191,83,6,16,45,21,1,223,,,,,,,,,,,,
St. Paul's Presbyterian Church - Adv 2,0,536,166,45,2,12,46,46,1,218,,,,,,,,,,,,
Polling,28528,13246,3988,1678,92,518,1077,840,59,4994,,,,,,,,,,,,
Adv Vote,57056,1122,357,128,8,28,91,67,2,441,,,,,,,,,,,,
Total,28528,14368,4345,1806,100,546,1168,907,61,5435,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCDSB Zone 4,Reg. Voters,Total Votes,Theresa Kavanagh,Doug Lloyd,Michael Pastien,,,,,,,,,,,,,,,,,
Villa Lucia,481,186,128,45,13,,,,,,,,,,,,,,,,,
 Riverpark Place,837,410,309,91,10,,,,,,,,,,,,,,,,,
Maki Community Centre ,1047,502,366,120,16,,,,,,,,,,,,,,,,,
Lakeview Public School,77,34,17,16,1,,,,,,,,,,,,,,,,,
Bayshore Catholic Elementary School,1847,413,262,113,38,,,,,,,,,,,,,,,,,
Dr. F.J. McDonald Catholic School ,962,286,191,69,26,,,,,,,,,,,,,,,,,
Michele Heights Community Centre ,1475,309,196,84,29,,,,,,,,,,,,,,,,,
Foster Farm Community Centre,1719,469,287,122,60,,,,,,,,,,,,,,,,,
Ron Kolbus Lakeside Centre ,1354,399,288,92,19,,,,,,,,,,,,,,,,,
Regina Street Public School,2281,406,264,109,33,,,,,,,,,,,,,,,,,
Severn Avenue Public School ,1807,718,522,154,42,,,,,,,,,,,,,,,,,
Sterling Place,69,29,15,12,2,,,,,,,,,,,,,,,,,
Our Lady of Fatima Church ,2549,493,370,106,17,,,,,,,,,,,,,,,,,
Woodroffe Avenue Public School ,1191,460,331,112,17,,,,,,,,,,,,,,,,,
Bromley Road Baptist Church ,1740,498,343,132,23,,,,,,,,,,,,,,,,,
New Orchard Lodge,93,21,12,3,6,,,,,,,,,,,,,,,,,
Central Park Lodge 1 2,145,45,22,21,2,,,,,,,,,,,,,,,,,
Carlingview Manor,268,32,17,11,4,,,,,,,,,,,,,,,,,
Woodroffe High School,986,358,236,109,13,,,,,,,,,,,,,,,,,
D. Roy Kennedy Public School,1661,673,395,254,24,,,,,,,,,,,,,,,,,
The Fairview Apartments - Adv 2,0,43,21,16,6,,,,,,,,,,,,,,,,,
Essex Apartments - Adv 2,0,45,14,16,15,,,,,,,,,,,,,,,,,
C. C. C. #8 - Adv 2,0,103,75,22,6,,,,,,,,,,,,,,,,,
Commodore's Quay - Adv 2,0,43,30,13,0,,,,,,,,,,,,,,,,,
Richmond Heights Apartments - Adv 2,0,126,98,23,5,,,,,,,,,,,,,,,,,
Marina Bay Apartments - Adv 2,0,112,74,31,7,,,,,,,,,,,,,,,,,
The Conservatory Apartments - Adv 2,0,131,111,19,1,,,,,,,,,,,,,,,,,
Britannia Condominiums - Adv 2,0,128,104,22,2,,,,,,,,,,,,,,,,,
Richmond Park Square Apartments - Adv 2,0,144,102,33,9,,,,,,,,,,,,,,,,,
Lincoln Park Towers - Adv 2,0,44,28,13,3,,,,,,,,,,,,,,,,,
Regina Towers - Adv 2,0,74,48,20,6,,,,,,,,,,,,,,,,,
Northwest One Aprts. (265 Poulin) - Adv 2,0,120,99,17,4,,,,,,,,,,,,,,,,,
Northwest One Aprts. (2625 Regina) - Adv 2,0,104,96,8,0,,,,,,,,,,,,,,,,,
Voyageur Apartments - Adv 2,0,47,34,9,4,,,,,,,,,,,,,,,,,
Halcyon Apartments - Adv 2,0,71,62,8,1,,,,,,,,,,,,,,,,,
Park West Apartments - Adv 2,0,69,54,12,3,,,,,,,,,,,,,,,,,
McEwen Terrace Apartments - Adv 2,0,59,39,13,7,,,,,,,,,,,,,,,,,
Park Place Apartments - Adv 2,0,95,76,15,4,,,,,,,,,,,,,,,,,
River Park Terrace - Adv 2,0,21,18,2,1,,,,,,,,,,,,,,,,,
Ambleside III Apartments - Adv 2,0,74,49,22,3,,,,,,,,,,,,,,,,,
Ambleside I Apartments - Adv 2,0,152,128,21,3,,,,,,,,,,,,,,,,,
Ambleside II Apartments - Adv 2,0,161,125,32,4,,,,,,,,,,,,,,,,,
Saville Apartments - Adv 2,0,121,87,33,1,,,,,,,,,,,,,,,,,
Somerset Towers Apartments - Adv 2,0,138,88,38,12,,,,,,,,,,,,,,,,,
Bromley Square Apartments - Adv 2,0,49,31,18,0,,,,,,,,,,,,,,,,,
Edgeworth Apartments - Adv 2,0,35,26,8,1,,,,,,,,,,,,,,,,,
Bayshore Catholic School - Adv 1,0,373,196,143,34,,,,,,,,,,,,,,,,,
St. Paul's Presbyterian Church - Adv 2,0,350,214,123,13,,,,,,,,,,,,,,,,,
Polling,22589,9050,6288,2259,503,,,,,,,,,,,,,,,,,
Adv Vote,45178,723,410,266,47,,,,,,,,,,,,,,,,,
Total,22589,9773,6698,2525,550,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CEPEO Secteur 12,Reg. Voters,Total Votes,Bernard Bareilhe,Abdourahman Kahin,Linda Savard,,,,,,,,,,,,,,,,,
Villa Lucia,14,5,0,0,5,,,,,,,,,,,,,,,,,
 Riverpark Place,20,9,2,0,7,,,,,,,,,,,,,,,,,
Maki Community Centre ,20,7,0,0,7,,,,,,,,,,,,,,,,,
Lakeview Public School,1,1,0,0,1,,,,,,,,,,,,,,,,,
Bayshore Catholic Elementary School,49,16,2,8,6,,,,,,,,,,,,,,,,,
Dr. F.J. McDonald Catholic School ,50,14,2,5,7,,,,,,,,,,,,,,,,,
Michele Heights Community Centre ,50,15,1,10,4,,,,,,,,,,,,,,,,,
Foster Farm Community Centre,90,25,2,6,17,,,,,,,,,,,,,,,,,
Ron Kolbus Lakeside Centre ,50,19,6,0,13,,,,,,,,,,,,,,,,,
Regina Street Public School,75,26,2,4,20,,,,,,,,,,,,,,,,,
Severn Avenue Public School ,64,25,4,2,19,,,,,,,,,,,,,,,,,
Sterling Place,0,0,0,0,0,,,,,,,,,,,,,,,,,
Our Lady of Fatima Church ,48,8,2,0,6,,,,,,,,,,,,,,,,,
Woodroffe Avenue Public School ,27,13,1,1,11,,,,,,,,,,,,,,,,,
Bromley Road Baptist Church ,13,9,3,0,6,,,,,,,,,,,,,,,,,
New Orchard Lodge,0,0,0,0,0,,,,,,,,,,,,,,,,,
Central Park Lodge 1 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Carlingview Manor,0,0,0,0,0,,,,,,,,,,,,,,,,,
Woodroffe High School,18,9,2,0,7,,,,,,,,,,,,,,,,,
D. Roy Kennedy Public School,49,21,3,0,18,,,,,,,,,,,,,,,,,
The Fairview Apartments - Adv 2,0,1,1,0,0,,,,,,,,,,,,,,,,,
Essex Apartments - Adv 2,0,2,0,0,2,,,,,,,,,,,,,,,,,
C. C. C. #8 - Adv 2,0,2,0,0,2,,,,,,,,,,,,,,,,,
Commodore's Quay - Adv 2,0,2,1,0,1,,,,,,,,,,,,,,,,,
Richmond Heights Apartments - Adv 2,0,4,0,0,4,,,,,,,,,,,,,,,,,
Marina Bay Apartments - Adv 2,0,4,1,0,3,,,,,,,,,,,,,,,,,
The Conservatory Apartments - Adv 2,0,3,1,1,1,,,,,,,,,,,,,,,,,
Britannia Condominiums - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Richmond Park Square Apartments - Adv 2,0,2,1,0,1,,,,,,,,,,,,,,,,,
Lincoln Park Towers - Adv 2,0,1,1,0,0,,,,,,,,,,,,,,,,,
Regina Towers - Adv 2,0,2,0,1,1,,,,,,,,,,,,,,,,,
Northwest One Aprts. (265 Poulin) - Adv 2,0,4,0,0,4,,,,,,,,,,,,,,,,,
Northwest One Aprts. (2625 Regina) - Adv 2,0,4,0,1,3,,,,,,,,,,,,,,,,,
Voyageur Apartments - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Halcyon Apartments - Adv 2,0,1,0,0,1,,,,,,,,,,,,,,,,,
Park West Apartments - Adv 2,0,1,1,0,0,,,,,,,,,,,,,,,,,
McEwen Terrace Apartments - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Park Place Apartments - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
River Park Terrace - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambleside III Apartments - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambleside I Apartments - Adv 2,0,2,0,0,2,,,,,,,,,,,,,,,,,
Ambleside II Apartments - Adv 2,0,4,1,0,3,,,,,,,,,,,,,,,,,
Saville Apartments - Adv 2,0,1,0,0,1,,,,,,,,,,,,,,,,,
Somerset Towers Apartments - Adv 2,0,8,2,0,6,,,,,,,,,,,,,,,,,
Bromley Square Apartments - Adv 2,0,0,0,0,0,,,,,,,,,,,,,,,,,
Edgeworth Apartments - Adv 2,0,1,0,0,1,,,,,,,,,,,,,,,,,
Bayshore Catholic School - Adv 1,0,18,3,5,10,,,,,,,,,,,,,,,,,
St. Paul's Presbyterian Church - Adv 2,0,12,5,1,6,,,,,,,,,,,,,,,,,
Polling,638,271,42,39,190,,,,,,,,,,,,,,,,,
Adv Vote,1276,30,8,6,16,,,,,,,,,,,,,,,,,
Total,638,301,50,45,206,,,,,,,,,,,,,,,,,
