Mayor / Maire,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O’Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
Notre-Dame-des-Champs Community Hall,1331,422,0,0,49,2,6,30,0,0,0,0,0,7,98,0,2,1,1,0,226,0
Blessed Kateri Tekakwitha School - Adv 1,0,496,3,0,29,0,11,55,0,1,0,0,1,3,112,1,2,0,0,1,277,0
Blackburn Community Centre - Adv 2,0,844,2,0,62,2,8,65,2,0,0,0,0,21,263,0,1,0,6,3,407,2
Adv Vote ,57594,1340,5,0,91,2,19,120,2,1,0,0,1,24,375,1,3,0,6,4,684,2
Total,28797,12369,41,11,1466,11,105,638,10,7,7,5,5,229,2952,9,26,11,44,35,6746,11
,,,,,,,,,,,,,,,,,,,,,,
Councillor / Conseiller(ère) Ward/Quartier 2,Reg. Voters,Total Votes,Rainer Bloess,Christopher Fraser,Roger Furmanczyk,Keith Jansa,,,,,,,,,,,,,,,,
Glen Ogilvie Public School,2054,959,733,86,47,93,,,,,,,,,,,,,,,,
Ecole secondaire Louis-Riel,1760,782,595,81,40,66,,,,,,,,,,,,,,,,
Madonna Long Term Care Residence,158,25,19,2,0,4,,,,,,,,,,,,,,,,
St. Joseph Manor,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Amica at Bearbrook,143,46,29,10,3,4,,,,,,,,,,,,,,,,
Chapel Hill Catholic School ,2933,1187,788,139,66,194,,,,,,,,,,,,,,,,
Forest Valley Elementary School ,2239,733,501,95,46,91,,,,,,,,,,,,,,,,
Ecole catholique L'Etoile-de-l'Est,3058,983,630,126,74,153,,,,,,,,,,,,,,,,
Ecole catholique Saint-Joseph d'Orleans ,2460,883,612,109,35,127,,,,,,,,,,,,,,,,
Henry Larsen Elementary School ,3339,1350,917,147,81,205,,,,,,,,,,,,,,,,
Blessed Kateri Tekakwitha School ,3530,1253,807,165,85,196,,,,,,,,,,,,,,,,
Belcourt Manor,111,74,50,15,4,5,,,,,,,,,,,,,,,,
Blackburn Community Centre,2442,798,580,123,37,58,,,,,,,,,,,,,,,,
 Blackburn Lodge Seniors Residence,47,27,25,1,1,0,,,,,,,,,,,,,,,,
Ecole elementaire publique Le Prelude,3192,1321,972,118,106,125,,,,,,,,,,,,,,,,
Notre-Dame-des-Champs Community Hall,1331,413,303,36,29,45,,,,,,,,,,,,,,,,
Blessed Kateri Tekakwitha School - Adv 1,0,495,349,53,19,74,,,,,,,,,,,,,,,,
Blackburn Community Centre - Adv 2,0,827,587,104,61,75,,,,,,,,,,,,,,,,
Polling ,28797,10834,7561,1253,654,1366,,,,,,,,,,,,,,,,
Adv Vote ,57594,1322,936,157,80,149,,,,,,,,,,,,,,,,
Total,28797,12156,8497,1410,734,1515,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCDSB Zone 12,Reg. Voters,Total Votes,Chris Ellis,Katie Holtzhauer,,,,,,,,,,,,,,,,,,
Glen Ogilvie Public School,1286,550,276,274,,,,,,,,,,,,,,,,,,
Ecole secondaire Louis-Riel,1080,392,168,224,,,,,,,,,,,,,,,,,,
Madonna Long Term Care Residence,158,24,18,6,,,,,,,,,,,,,,,,,,
St. Joseph Manor,0,-,0,0,,,,,,,,,,,,,,,,,,
Amica at Bearbrook,142,38,22,16,,,,,,,,,,,,,,,,,,
Chapel Hill Catholic School ,1486,537,236,301,,,,,,,,,,,,,,,,,,
Forest Valley Elementary School ,1187,283,130,153,,,,,,,,,,,,,,,,,,
Ecole catholique L'Etoile-de-l'Est,1603,407,184,223,,,,,,,,,,,,,,,,,,
Ecole catholique Saint-Joseph d'Orleans ,1009,291,140,151,,,,,,,,,,,,,,,,,,
Henry Larsen Elementary School ,1644,520,267,253,,,,,,,,,,,,,,,,,,
Blessed Kateri Tekakwitha School ,1629,505,253,252,,,,,,,,,,,,,,,,,,
Belcourt Manor,88,9,5,4,,,,,,,,,,,,,,,,,,
Blackburn Community Centre,1484,414,210,204,,,,,,,,,,,,,,,,,,
 Blackburn Lodge Seniors Residence,28,11,3,8,,,,,,,,,,,,,,,,,,
Ecole elementaire publique Le Prelude,1522,498,228,270,,,,,,,,,,,,,,,,,,
Notre-Dame-des-Champs Community Hall,716,156,68,88,,,,,,,,,,,,,,,,,,
Blessed Kateri Tekakwitha School - Adv 1,0,178,95,83,,,,,,,,,,,,,,,,,,
Blackburn Community Centre - Adv 2,0,377,200,177,,,,,,,,,,,,,,,,,,
Polling ,15062,4635,2208,2427,,,,,,,,,,,,,,,,,,
Adv Vote ,30124,555,295,260,,,,,,,,,,,,,,,,,,
Total,15062,5190,2503,2687,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CEPEO Secteur 8,Reg. Voters,Total Votes,Marie-Anne Dubois,Danick LaFrance,Chantal Lecours,Marc Roy,,,,,,,,,,,,,,,,
Glen Ogilvie Public School,153,64,8,12,25,19,,,,,,,,,,,,,,,,
Ecole secondaire Louis-Riel,104,45,8,3,19,15,,,,,,,,,,,,,,,,
Madonna Long Term Care Residence,0,0,0,0,0,0,,,,,,,,,,,,,,,,
St. Joseph Manor,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Amica at Bearbrook,0,1,0,0,0,1,,,,,,,,,,,,,,,,
Chapel Hill Catholic School ,246,115,19,11,52,33,,,,,,,,,,,,,,,,
Forest Valley Elementary School ,175,57,9,6,23,19,,,,,,,,,,,,,,,,
Ecole catholique L'Etoile-de-l'Est,216,71,14,3,28,26,,,,,,,,,,,,,,,,
Ecole catholique Saint-Joseph d'Orleans ,212,73,13,6,42,12,,,,,,,,,,,,,,,,
Henry Larsen Elementary School ,319,153,26,11,78,38,,,,,,,,,,,,,,,,
Blessed Kateri Tekakwitha School ,311,113,19,14,36,44,,,,,,,,,,,,,,,,
Belcourt Manor,11,3,2,1,0,0,,,,,,,,,,,,,,,,
Blackburn Community Centre,178,60,11,15,22,12,,,,,,,,,,,,,,,,
 Blackburn Lodge Seniors Residence,5,0,0,0,0,0,,,,,,,,,,,,,,,,
Ecole elementaire publique Le Prelude,542,249,28,22,69,130,,,,,,,,,,,,,,,,
Notre-Dame-des-Champs Community Hall,115,49,9,2,7,31,,,,,,,,,,,,,,,,
Blessed Kateri Tekakwitha School - Adv 1,0,40,16,4,7,13,,,,,,,,,,,,,,,,
Blackburn Community Centre - Adv 2,0,51,4,8,17,22,,,,,,,,,,,,,,,,
Polling ,2587,1053,166,106,401,380,,,,,,,,,,,,,,,,
Adv Vote ,5174,91,20,12,24,35,,,,,,,,,,,,,,,,
Total,2587,1144,186,118,425,415,,,,,,,,,,,,,,,,
