Mayor / Maire,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O’Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
Montclair Apartments - Adv 2,0,55,0,0,4,0,1,1,0,0,0,0,0,2,13,0,0,0,0,1,33,0
St. Moritz Aparments - Adv 2,0,73,1,0,7,0,2,7,0,0,0,0,0,3,10,0,1,0,0,0,42,0
20 The Driveway Apartments - Adv 2,0,76,0,0,9,0,2,3,0,0,0,0,0,1,16,0,0,0,1,0,44,0
Regency Apartments - Adv 2,0,50,0,0,9,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,30,0
McNabb Community Centre - Adv 1,0,364,1,2,61,2,0,28,0,1,1,0,0,0,51,0,0,1,3,3,209,1
McNabb Community Centre - Adv 2,0,488,1,2,91,2,2,20,2,1,1,0,1,6,67,0,0,1,4,9,275,3
Polling,23157,9008,45,29,2303,13,43,278,13,16,10,1,7,120,1275,12,16,10,52,68,4680,17
Adv Vote,46314,852,2,4,152,4,2,48,2,2,2,0,1,6,118,0,0,2,7,12,484,4
Total,23157,9860,47,33,2455,17,45,326,15,18,12,1,8,126,1393,12,16,12,59,80,5164,21
,,,,,,,,,,,,,,,,,,,,,,
Councillor / Conseiller(ère) Ward/Quartier 14,Reg. Voters,Total Votes,Don Fex,Diane Holmes,Susan Miller,Barkley Pollock,,,,,,,,,,,,,,,,
Christ Church Cathedral,1389,420,94,249,63,14,,,,,,,,,,,,,,,,
Plant Recreation Centre,3047,894,202,608,61,23,,,,,,,,,,,,,,,,
Saint Vincent Hospital,68,90,7,53,21,9,,,,,,,,,,,,,,,,
Dalhousie Community Centre,1877,493,130,314,29,20,,,,,,,,,,,,,,,,
Centennial Public School,2717,794,190,492,73,39,,,,,,,,,,,,,,,,
McNabb Community Centre,3292,1029,301,662,47,19,,,,,,,,,,,,,,,,
Centertown United Church,2458,767,199,502,45,21,,,,,,,,,,,,,,,,
Jack Purcell Community Centre,3040,993,273,612,77,31,,,,,,,,,,,,,,,,
Knox Presbyterian Church,2692,1005,206,699,72,28,,,,,,,,,,,,,,,,
Saint Patrick's Basilica,2516,860,198,550,69,43,,,,,,,,,,,,,,,,
McLeod Retirement Residence,61,27,2,19,6,0,,,,,,,,,,,,,,,,
Park Square Apartments - Adv 2,0,89,8,67,11,3,,,,,,,,,,,,,,,,
Rochester Towers - Adv 2,0,105,2,84,16,3,,,,,,,,,,,,,,,,
Gladstone Terrace - Adv 2,0,61,0,52,8,1,,,,,,,,,,,,,,,,
Desjardins Co-op Apartments - Adv 2,0,53,1,44,5,3,,,,,,,,,,,,,,,,
Stonecliffe Apartments - Adv 2,0,40,4,27,6,3,,,,,,,,,,,,,,,,
C. C. C. #289 - Adv 2,0,49,6,39,3,1,,,,,,,,,,,,,,,,
Queen Elizabeth Towers - Adv 2,0,149,24,98,22,5,,,,,,,,,,,,,,,,
Bronson Avenue Apartments - Adv 2,0,39,1,33,5,0,,,,,,,,,,,,,,,,
Blair House - Adv 2,0,13,0,12,0,1,,,,,,,,,,,,,,,,
Brooke Tower - Adv 2,0,44,3,32,7,2,,,,,,,,,,,,,,,,
C. C. C. #92 - Adv 2,0,50,4,37,7,2,,,,,,,,,,,,,,,,
Somerset Manor - Adv 2,0,78,4,68,6,0,,,,,,,,,,,,,,,,
MacLaren Apartments - Adv 2,0,67,6,47,8,6,,,,,,,,,,,,,,,,
Ten Driveway Apartments - Adv 2,0,106,7,86,11,2,,,,,,,,,,,,,,,,
Ann Manor - Adv 2,0,73,9,55,6,3,,,,,,,,,,,,,,,,
Montclair Apartments - Adv 2,0,48,5,32,8,3,,,,,,,,,,,,,,,,
St. Moritz Aparments - Adv 2,0,69,7,54,7,1,,,,,,,,,,,,,,,,
20 The Driveway Apartments - Adv 2,0,72,11,51,7,3,,,,,,,,,,,,,,,,
Regency Apartments - Adv 2,0,45,3,32,7,3,,,,,,,,,,,,,,,,
McNabb Community Centre - Adv 1,0,358,44,252,44,18,,,,,,,,,,,,,,,,
McNabb Community Centre - Adv 2,0,465,73,320,53,19,,,,,,,,,,,,,,,,
Polling,23157,8622,1907,5710,713,292,,,,,,,,,,,,,,,,
Adv Vote,46314,823,117,572,97,37,,,,,,,,,,,,,,,,
Total,23157,9445,2024,6282,810,329,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCDSB Zone 10,Reg. Voters,Total Votes,Megan Carroll,Jennifer McKenzie,,,,,,,,,,,,,,,,,,
Christ Church Cathedral,1136,286,79,207,,,,,,,,,,,,,,,,,,
Plant Recreation Centre,2215,578,169,409,,,,,,,,,,,,,,,,,,
Saint Vincent Hospital,24,45,16,29,,,,,,,,,,,,,,,,,,
Dalhousie Community Centre,1374,301,79,222,,,,,,,,,,,,,,,,,,
Centennial Public School,2111,536,134,402,,,,,,,,,,,,,,,,,,
McNabb Community Centre,2608,698,198,500,,,,,,,,,,,,,,,,,,
Centertown United Church,1964,509,157,352,,,,,,,,,,,,,,,,,,
Jack Purcell Community Centre,2635,665,197,468,,,,,,,,,,,,,,,,,,
Knox Presbyterian Church,2208,647,201,446,,,,,,,,,,,,,,,,,,
Saint Patrick's Basilica,1964,535,169,366,,,,,,,,,,,,,,,,,,
McLeod Retirement Residence,52,24,10,14,,,,,,,,,,,,,,,,,,
Park Square Apartments - Adv 2,0,55,22,33,,,,,,,,,,,,,,,,,,
Rochester Towers - Adv 2,0,50,22,28,,,,,,,,,,,,,,,,,,
Gladstone Terrace - Adv 2,0,36,14,22,,,,,,,,,,,,,,,,,,
Desjardins Co-op Apartments - Adv 2,0,22,8,14,,,,,,,,,,,,,,,,,,
Stonecliffe Apartments - Adv 2,0,34,8,26,,,,,,,,,,,,,,,,,,
C. C. C. #289 - Adv 2,0,27,3,24,,,,,,,,,,,,,,,,,,
Queen Elizabeth Towers - Adv 2,0,88,14,74,,,,,,,,,,,,,,,,,,
Bronson Avenue Apartments - Adv 2,0,29,10,19,,,,,,,,,,,,,,,,,,
Blair House - Adv 2,0,5,3,2,,,,,,,,,,,,,,,,,,
Brooke Tower - Adv 2,0,29,11,18,,,,,,,,,,,,,,,,,,
C. C. C. #92 - Adv 2,0,30,12,18,,,,,,,,,,,,,,,,,,
Somerset Manor - Adv 2,0,45,19,26,,,,,,,,,,,,,,,,,,
MacLaren Apartments - Adv 2,0,37,13,24,,,,,,,,,,,,,,,,,,
Ten Driveway Apartments - Adv 2,0,56,17,39,,,,,,,,,,,,,,,,,,
Ann Manor - Adv 2,0,49,8,41,,,,,,,,,,,,,,,,,,
Montclair Apartments - Adv 2,0,29,7,22,,,,,,,,,,,,,,,,,,
St. Moritz Aparments - Adv 2,0,43,14,29,,,,,,,,,,,,,,,,,,
20 The Driveway Apartments - Adv 2,0,45,11,34,,,,,,,,,,,,,,,,,,
Regency Apartments - Adv 2,0,29,9,20,,,,,,,,,,,,,,,,,,
McNabb Community Centre - Adv 1,0,241,62,179,,,,,,,,,,,,,,,,,,
McNabb Community Centre - Adv 2,0,250,62,188,,,,,,,,,,,,,,,,,,
Polling,18291,5562,1634,3928,,,,,,,,,,,,,,,,,,
Adv Vote,36582,491,124,367,,,,,,,,,,,,,,,,,,
Total,18291,6053,1758,4295,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCSB Zone 10,Reg. Voters,Total Votes,Megan Crowe,Tom Duggan,Thérèse M. Cousineau,,,,,,,,,,,,,,,,,
Christ Church Cathedral,130,33,6,16,11,,,,,,,,,,,,,,,,,
Plant Recreation Centre,584,103,40,29,34,,,,,,,,,,,,,,,,,
Saint Vincent Hospital,18,23,6,9,8,,,,,,,,,,,,,,,,,
Dalhousie Community Centre,297,71,26,19,26,,,,,,,,,,,,,,,,,
Centennial Public School,301,81,32,29,20,,,,,,,,,,,,,,,,,
McNabb Community Centre,430,72,25,24,23,,,,,,,,,,,,,,,,,
Centertown United Church,202,61,22,24,15,,,,,,,,,,,,,,,,,
Jack Purcell Community Centre,188,62,24,21,17,,,,,,,,,,,,,,,,,
Knox Presbyterian Church,207,69,29,17,23,,,,,,,,,,,,,,,,,
Saint Patrick's Basilica,228,82,34,25,23,,,,,,,,,,,,,,,,,
McLeod Retirement Residence,5,3,0,1,2,,,,,,,,,,,,,,,,,
Park Square Apartments - Adv 2,0,8,2,6,0,,,,,,,,,,,,,,,,,
Rochester Towers - Adv 2,0,12,5,5,2,,,,,,,,,,,,,,,,,
Gladstone Terrace - Adv 2,0,9,4,4,1,,,,,,,,,,,,,,,,,
Desjardins Co-op Apartments - Adv 2,0,10,1,6,3,,,,,,,,,,,,,,,,,
Stonecliffe Apartments - Adv 2,0,4,2,1,1,,,,,,,,,,,,,,,,,
C. C. C. #289 - Adv 2,0,5,3,2,0,,,,,,,,,,,,,,,,,
Queen Elizabeth Towers - Adv 2,0,30,9,12,9,,,,,,,,,,,,,,,,,
Bronson Avenue Apartments - Adv 2,0,2,1,0,1,,,,,,,,,,,,,,,,,
Blair House - Adv 2,0,1,0,1,0,,,,,,,,,,,,,,,,,
Brooke Tower - Adv 2,0,5,1,3,1,,,,,,,,,,,,,,,,,
C. C. C. #92 - Adv 2,0,2,0,0,2,,,,,,,,,,,,,,,,,
Somerset Manor - Adv 2,0,7,2,3,2,,,,,,,,,,,,,,,,,
MacLaren Apartments - Adv 2,0,7,4,2,1,,,,,,,,,,,,,,,,,
Ten Driveway Apartments - Adv 2,0,16,6,8,2,,,,,,,,,,,,,,,,,
Ann Manor - Adv 2,0,5,1,1,3,,,,,,,,,,,,,,,,,
Montclair Apartments - Adv 2,0,4,0,1,3,,,,,,,,,,,,,,,,,
St. Moritz Aparments - Adv 2,0,5,1,3,1,,,,,,,,,,,,,,,,,
20 The Driveway Apartments - Adv 2,0,6,3,2,1,,,,,,,,,,,,,,,,,
Regency Apartments - Adv 2,0,2,0,2,0,,,,,,,,,,,,,,,,,
McNabb Community Centre - Adv 1,0,48,15,21,12,,,,,,,,,,,,,,,,,
McNabb Community Centre - Adv 2,0,44,14,14,16,,,,,,,,,,,,,,,,,
Polling,2590,800,289,276,235,,,,,,,,,,,,,,,,,
Adv Vote,5180,92,29,35,28,,,,,,,,,,,,,,,,,
Total,2590,892,318,311,263,,,,,,,,,,,,,,,,,
