Mayor / Maire,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O’Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
Seigniory Apartments - Adv 1,0,36,8,19,5,3,1,,,,,,,,,,,,,,,
Watergate Apartments - Adv 1,0,54,27,11,2,8,6,,,,,,,,,,,,,,,
O. C. H. (215 Wurtemburg) - Adv 1,0,18,6,6,2,2,2,,,,,,,,,,,,,,,
Rio Vista Apartments - Adv 1,0,23,4,7,4,6,2,,,,,,,,,,,,,,,
Silver Heights Apartments - Adv 1,0,33,13,9,4,2,5,,,,,,,,,,,,,,,
Renaissance Apartments - Adv 1,0,28,7,11,6,1,3,,,,,,,,,,,,,,,
Chateau Vanier Complex - Adv 1,0,83,35,22,7,2,17,,,,,,,,,,,,,,,
Lafontaine Place Apartments - Adv 1,0,15,8,4,2,0,1,,,,,,,,,,,,,,,
Green Valley Terrace - Adv 1,0,29,15,4,1,1,8,,,,,,,,,,,,,,,
Chateau Janeville - Adv 1,0,38,12,15,3,1,7,,,,,,,,,,,,,,,
Montfort Place Apartments - Adv 1,0,33,11,10,5,2,5,,,,,,,,,,,,,,,
Sandy Hill Community Centre - Adv 1,0,137,46,29,10,40,12,,,,,,,,,,,,,,,
Richelieu-Vanier Centre - Adv 2,0,182,67,41,17,40,17,,,,,,,,,,,,,,,
Polling,16187,4252,1783,1013,389,698,369,,,,,,,,,,,,,,,
Adv Vote,32374,319,113,70,27,80,29,,,,,,,,,,,,,,,
Total,16187,4571,1896,1083,416,778,398,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCSB Zone 10,Reg. Voters,Total Votes,Megan Crowe,Tom Duggan,Thérèse M. Cousineau,,,,,,,,,,,,,,,,,
Routhier Community Centre,267,97,39,33,25,,,,,,,,,,,,,,,,,
Elisabeth Bruyere Continuing Care,41,1,1,0,0,,,,,,,,,,,,,,,,,
Patro d'Ottawa,343,80,19,19,42,,,,,,,,,,,,,,,,,
Garry J. Armstrong Home,7,3,0,1,2,,,,,,,,,,,,,,,,,
The Rockcliffe Retirement Residence,5,3,0,1,2,,,,,,,,,,,,,,,,,
Montfort Renaissance,0,0,0,0,0,,,,,,,,,,,,,,,,,
Rideau Gardens Retirement Home,0,3,1,2,0,,,,,,,,,,,,,,,,,
Eglise Sacre Coeur,151,43,15,17,11,,,,,,,,,,,,,,,,,
Sandy Hill Retirement Residence,4,4,1,2,1,,,,,,,,,,,,,,,,,
Ecole elementaire publique Francojeunesse,200,42,13,22,7,,,,,,,,,,,,,,,,,
Rideau Place on the River,0,1,0,0,1,,,,,,,,,,,,,,,,,
Sandy Hill Community Centre,228,84,26,31,27,,,,,,,,,,,,,,,,,
Viscount Alexander Public School,160,58,22,15,21,,,,,,,,,,,,,,,,,
Our Lady of Assumption Parish,375,73,16,26,31,,,,,,,,,,,,,,,,,
Edgewood Care Centre,0,0,0,0,0,,,,,,,,,,,,,,,,,
Knights of Columbus Hall,355,69,18,28,23,,,,,,,,,,,,,,,,,
Fatima Manor,4,4,1,2,1,,,,,,,,,,,,,,,,,
Eglise Notre-Dame-de-Lourdes,354,60,19,15,26,,,,,,,,,,,,,,,,,
Champlain Long Term Care Centre,0,0,0,0,0,,,,,,,,,,,,,,,,,
Richelieu-Vanier Centre,388,47,9,12,26,,,,,,,,,,,,,,,,,
The St. George Apartments - Adv 1,0,4,2,1,1,,,,,,,,,,,,,,,,,
Sussex Place - Adv 1,0,7,3,2,2,,,,,,,,,,,,,,,,,
A. Belanger Manor - Adv 1,0,1,1,0,0,,,,,,,,,,,,,,,,,
City Living (110 Cobourg) - Adv 1,0,3,2,1,0,,,,,,,,,,,,,,,,,
O. C. H. (160 Charlotte) - Adv 1,0,6,2,2,2,,,,,,,,,,,,,,,,,
O. C. H. (380 Murray) - Adv 1,0,4,0,2,2,,,,,,,,,,,,,,,,,
Seigniory Apartments - Adv 1,0,8,1,4,3,,,,,,,,,,,,,,,,,
Watergate Apartments - Adv 1,0,11,7,4,0,,,,,,,,,,,,,,,,,
O. C. H. (215 Wurtemburg) - Adv 1,0,1,0,1,0,,,,,,,,,,,,,,,,,
Rio Vista Apartments - Adv 1,0,7,1,4,2,,,,,,,,,,,,,,,,,
Silver Heights Apartments - Adv 1,0,3,1,0,2,,,,,,,,,,,,,,,,,
Renaissance Apartments - Adv 1,0,11,5,3,3,,,,,,,,,,,,,,,,,
Chateau Vanier Complex - Adv 1,0,27,5,6,16,,,,,,,,,,,,,,,,,
Lafontaine Place Apartments - Adv 1,0,3,0,1,2,,,,,,,,,,,,,,,,,
Green Valley Terrace - Adv 1,0,3,0,2,1,,,,,,,,,,,,,,,,,
Chateau Janeville - Adv 1,0,7,4,0,3,,,,,,,,,,,,,,,,,
Montfort Place Apartments - Adv 1,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sandy Hill Community Centre - Adv 1,0,29,10,12,7,,,,,,,,,,,,,,,,,
Richelieu-Vanier Centre - Adv 2,0,54,14,18,22,,,,,,,,,,,,,,,,,
Polling,2882,778,234,259,285,,,,,,,,,,,,,,,,,
Adv Vote,5764,83,24,30,29,,,,,,,,,,,,,,,,,
Total,2882,861,258,289,314,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CEPEO Secteur 10,Reg. Voters,Total Votes,Lucille Collard,Alexandra Samson,,,,,,,,,,,,,,,,,,
Routhier Community Centre,337,158,96,62,,,,,,,,,,,,,,,,,,
Elisabeth Bruyere Continuing Care,15,0,0,0,,,,,,,,,,,,,,,,,,
Patro d'Ottawa,500,161,111,50,,,,,,,,,,,,,,,,,,
Garry J. Armstrong Home,1,1,1,0,,,,,,,,,,,,,,,,,,
The Rockcliffe Retirement Residence,1,1,1,0,,,,,,,,,,,,,,,,,,
Montfort Renaissance,0,0,0,0,,,,,,,,,,,,,,,,,,
Rideau Gardens Retirement Home,0,0,0,0,,,,,,,,,,,,,,,,,,
Eglise Sacre Coeur,155,37,20,17,,,,,,,,,,,,,,,,,,
Sandy Hill Retirement Residence,1,0,0,0,,,,,,,,,,,,,,,,,,
Ecole elementaire publique Francojeunesse,280,113,83,30,,,,,,,,,,,,,,,,,,
Rideau Place on the River,0,1,0,1,,,,,,,,,,,,,,,,,,
Sandy Hill Community Centre,340,134,85,49,,,,,,,,,,,,,,,,,,
Viscount Alexander Public School,162,39,21,18,,,,,,,,,,,,,,,,,,
Our Lady of Assumption Parish,306,105,79,26,,,,,,,,,,,,,,,,,,
Edgewood Care Centre,0,0,0,0,,,,,,,,,,,,,,,,,,
Knights of Columbus Hall,306,86,58,28,,,,,,,,,,,,,,,,,,
Fatima Manor,0,1,1,0,,,,,,,,,,,,,,,,,,
Eglise Notre-Dame-de-Lourdes,331,123,88,35,,,,,,,,,,,,,,,,,,
Champlain Long Term Care Centre,19,5,4,1,,,,,,,,,,,,,,,,,,
Richelieu-Vanier Centre,266,83,62,21,,,,,,,,,,,,,,,,,,
The St. George Apartments - Adv 1,0,7,5,2,,,,,,,,,,,,,,,,,,
Sussex Place - Adv 1,0,3,2,1,,,,,,,,,,,,,,,,,,
A. Belanger Manor - Adv 1,0,2,2,0,,,,,,,,,,,,,,,,,,
City Living (110 Cobourg) - Adv 1,0,2,1,1,,,,,,,,,,,,,,,,,,
O. C. H. (160 Charlotte) - Adv 1,0,5,3,2,,,,,,,,,,,,,,,,,,
O. C. H. (380 Murray) - Adv 1,0,4,3,1,,,,,,,,,,,,,,,,,,
Seigniory Apartments - Adv 1,0,4,3,1,,,,,,,,,,,,,,,,,,
Watergate Apartments - Adv 1,0,13,9,4,,,,,,,,,,,,,,,,,,
O. C. H. (215 Wurtemburg) - Adv 1,0,3,1,2,,,,,,,,,,,,,,,,,,
Rio Vista Apartments - Adv 1,0,9,4,5,,,,,,,,,,,,,,,,,,
Silver Heights Apartments - Adv 1,0,2,2,0,,,,,,,,,,,,,,,,,,
Renaissance Apartments - Adv 1,0,14,13,1,,,,,,,,,,,,,,,,,,
Chateau Vanier Complex - Adv 1,0,18,13,5,,,,,,,,,,,,,,,,,,
Lafontaine Place Apartments - Adv 1,0,10,7,3,,,,,,,,,,,,,,,,,,
Green Valley Terrace - Adv 1,0,8,6,2,,,,,,,,,,,,,,,,,,
Chateau Janeville - Adv 1,0,2,1,1,,,,,,,,,,,,,,,,,,
Montfort Place Apartments - Adv 1,0,10,8,2,,,,,,,,,,,,,,,,,,
Sandy Hill Community Centre - Adv 1,0,37,23,14,,,,,,,,,,,,,,,,,,
Richelieu-Vanier Centre - Adv 2,0,79,56,23,,,,,,,,,,,,,,,,,,
Polling,3020,1164,793,371,,,,,,,,,,,,,,,,,,
Adv Vote,6040,116,79,37,,,,,,,,,,,,,,,,,,
Total,3020,1280,872,408,,,,,,,,,,,,,,,,,,
