Mayor / Maire,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O’Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
Adv Vote,55596,1329,3,0,192,0,0,114,2,2,0,0,1,18,259,0,1,0,2,7,724,4
Total,27798,14111,39,21,3556,12,21,603,10,10,3,6,6,211,2389,13,10,9,56,80,7034,22
,,,,,,,,,,,,,,,,,,,,,,
Councillor / Conseiller(ère) Ward/Quartier 15,Reg. Voters,Total Votes,Katherine Hobbs,Christine Leadman,Daniel Stringer,,,,,,,,,,,,,,,,,
Dovercourt Recreation Centre,1973,973,465,366,142,,,,,,,,,,,,,,,,,
Notre Dame High School,2567,1111,507,388,216,,,,,,,,,,,,,,,,,
Hillel Lodge,100,18,8,4,6,,,,,,,,,,,,,,,,,
All Saints Anglican Church,3526,1283,637,445,201,,,,,,,,,,,,,,,,,
Churchill Alternative School,2460,1090,529,327,234,,,,,,,,,,,,,,,,,
St. George's Catholic Church,2767,1156,506,467,183,,,,,,,,,,,,,,,,,
St. George School,2695,1338,560,604,174,,,,,,,,,,,,,,,,,
Elmdale Public School,2293,1157,548,464,145,,,,,,,,,,,,,,,,,
Tom Brown Arena,3175,938,394,402,142,,,,,,,,,,,,,,,,,
Connaught Public School,2499,936,371,459,106,,,,,,,,,,,,,,,,,
Rosemount Centre for Seniors,24,3,1,2,0,,,,,,,,,,,,,,,,,
Civic Hospital,0,0,0,0,0,,,,,,,,,,,,,,,,,
Fisher Park Public School,3554,1611,775,583,253,,,,,,,,,,,,,,,,,
Royal Ottawa Hospital,49,36,18,12,6,,,,,,,,,,,,,,,,,
Salvation Army Ottawa Grace Manor,116,35,11,19,5,,,,,,,,,,,,,,,,,
Unitarian House - Adv 2,0,87,38,40,9,,,,,,,,,,,,,,,,,
Island Park Towers (195 Clearview) - Adv 2,0,122,53,47,22,,,,,,,,,,,,,,,,,
Island Park Towers (200 Clearview) - Adv 2,0,106,39,45,22,,,,,,,,,,,,,,,,,
Golden Manor Apartments - Adv 2,0,94,18,38,38,,,,,,,,,,,,,,,,,
Plaza Towers - Adv 2,0,54,20,21,13,,,,,,,,,,,,,,,,,
The Barclay Apartments - Adv 2,0,89,37,36,16,,,,,,,,,,,,,,,,,
Hampton Court - Adv 2,0,135,49,44,42,,,,,,,,,,,,,,,,,
St. Vladimir Russian Residence - Adv 2,0,12,4,4,4,,,,,,,,,,,,,,,,,
Wellington Manor - Adv 2,0,92,8,63,21,,,,,,,,,,,,,,,,,
Burnside Terrace - Adv 2,0,42,25,15,2,,,,,,,,,,,,,,,,,
Duke of Devonshire Residence - Adv 2,0,29,16,8,5,,,,,,,,,,,,,,,,,
Notre Dame High School - Adv 1,0,433,165,210,58,,,,,,,,,,,,,,,,,
Tom Brown Arena - Adv 2,0,862,314,427,121,,,,,,,,,,,,,,,,,
Polling,27798,12547,5637,4903,2007,,,,,,,,,,,,,,,,,
Adv Vote,55596,1295,479,637,179,,,,,,,,,,,,,,,,,
Total,27798,13842,6116,5540,2186,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
OCDSB Zone 10,Reg. Voters,Total Votes,Megan Carroll,Jennifer McKenzie,,,,,,,,,,,,,,,,,,
Dovercourt Recreation Centre,1762,735,159,576,,,,,,,,,,,,,,,,,,
Notre Dame High School,2109,841,190,651,,,,,,,,,,,,,,,,,,
Hillel Lodge,100,16,6,10,,,,,,,,,,,,,,,,,,
All Saints Anglican Church,2857,859,228,631,,,,,,,,,,,,,,,,,,
Churchill Alternative School,1962,781,176,605,,,,,,,,,,,,,,,,,,
St. George's Catholic Church,2169,784,194,590,,,,,,,,,,,,,,,,,,
St. George School,1982,882,188,694,,,,,,,,,,,,,,,,,,
Elmdale Public School,1868,861,171,690,,,,,,,,,,,,,,,,,,
Tom Brown Arena,2411,623,170,453,,,,,,,,,,,,,,,,,,
Connaught Public School,1856,659,125,534,,,,,,,,,,,,,,,,,,
Rosemount Centre for Seniors,17,2,0,2,,,,,,,,,,,,,,,,,,
Civic Hospital,0,0,0,0,,,,,,,,,,,,,,,,,,
Fisher Park Public School,2635,1136,203,933,,,,,,,,,,,,,,,,,,
Royal Ottawa Hospital,43,26,13,13,,,,,,,,,,,,,,,,,,
Salvation Army Ottawa Grace Manor,74,25,5,20,,,,,,,,,,,,,,,,,,
Unitarian House - Adv 2,0,76,14,62,,,,,,,,,,,,,,,,,,
Island Park Towers (195 Clearview) - Adv 2,0,100,20,80,,,,,,,,,,,,,,,,,,
Island Park Towers (200 Clearview) - Adv 2,0,88,29,59,,,,,,,,,,,,,,,,,,
Golden Manor Apartments - Adv 2,0,79,13,66,,,,,,,,,,,,,,,,,,
Plaza Towers - Adv 2,0,39,6,33,,,,,,,,,,,,,,,,,,
The Barclay Apartments - Adv 2,0,55,12,43,,,,,,,,,,,,,,,,,,
Hampton Court - Adv 2,0,91,25,66,,,,,,,,,,,,,,,,,,
St. Vladimir Russian Residence - Adv 2,0,8,3,5,,,,,,,,,,,,,,,,,,
Wellington Manor - Adv 2,0,55,18,37,,,,,,,,,,,,,,,,,,
Burnside Terrace - Adv 2,0,26,8,18,,,,,,,,,,,,,,,,,,
Duke of Devonshire Residence - Adv 2,0,1,0,1,,,,,,,,,,,,,,,,,,
Notre Dame High School - Adv 1,0,281,66,215,,,,,,,,,,,,,,,,,,
Tom Brown Arena - Adv 2,0,567,121,446,,,,,,,,,,,,,,,,,,
Polling,21845,8848,1976,6872,,,,,,,,,,,,,,,,,,
Adv Vote,43690,848,187,661,,,,,,,,,,,,,,,,,,
Total,21845,9696,2163,7533,,,,,,,,,,,,,,,,,,
